unit_id,x,y
U171,20.163734648953067,-77.35100810847268
U172,42.11618336555648,-17.09014677935903
U173,3.9096703067846903,13.8048863534612
U174,0.6982756824459244,-74.95909745866396
U175,-8.580267713344668,-148.5393761986179
U176,44.71566216956958,-92.95465119428619
U177,58.610238620146106,-50.17674069178756
U178,20.45452590762679,-169.28541378074473
U179,-53.54576956507357,106.37221666214748
U180,18.4104006241011,41.125377626031025
U181,-68.874430809362,-137.4779307162769
U182,69.9785594736912,116.03961559767134
U183,60.366549456595976,-38.053410924803046
U184,-84.51165167563579,99.37119622562233
U185,-39.2961581164997,-116.6112623853572
U186,48.4533945005785,-104.65465705303862
U187,76.69460616378987,61.07056452452241
U188,72.27113718833436,-21.109025525492427
U189,41.69743946847561,-103.74166468223258
U190,88.44366613589295,16.828355836369497
U191,35.67860244426299,6.256491896402707
U192,-83.64355049473986,159.09093703056834
U193,46.348805953656324,131.27234926762156
U194,-68.43920271755655,62.14268219531107
U195,33.2823670722036,105.41262799170914
U196,18.766754827602327,-51.58256724700877
U197,0.7331881409798484,77.37909518155573
U198,25.1246880851794,-110.63608717579189
U199,76.99738215411779,-75.34825149655812
U200,62.99634716198375,-143.8681388399867
U201,30.393859530263555,-1.6247554786288276
U202,50.72573278366835,1.5067279988332984
U203,-46.747527725145495,-13.802589720163581
U204,17.739340280203336,-147.38057765206227
U205,49.99331703683825,76.05627638362472
U206,72.81652110357223,-75.64452738558508
U207,80.36526499925446,10.878076754369715
U208,75.70514014206336,-17.522613478612385
U209,-10.849326588331564,-30.19684467092023
U210,56.60314406843992,81.18202938490151
U211,-66.85822143462678,-126.70811759203487
U212,79.86404503244347,3.496230054092848
U213,44.45173530219324,48.873026129627505
U214,3.29982642993798,51.636339135369866
U215,23.04961751994111,-83.91891890427955
U216,33.69491062026361,-156.7518223858663
U217,-8.209917991693558,-25.225169302547926
U218,-0.7593392640809782,104.11029804588986
U219,59.37340008135561,-30.470469033742972
U220,-40.57977594159847,-7.12737863962343
U221,-43.30265269824458,42.358080824125466
U222,43.06090702539399,139.50114223912652
U223,89.0172233337411,-27.699796464239597
U224,-58.59726038445041,124.88260582579522
U225,69.8698093836316,-90.46520433708434
U226,-2.1932169516480258,95.79828382247996
U227,-84.57832364806866,118.05946387195877
U228,-59.41953698630194,-18.58019808095227
U229,-50.94756086550789,29.639147658495915
U230,-68.5904480290599,26.862955367580753
U231,-41.47895112604983,72.99740430446366
U232,-45.20921279693782,-159.70634146093016
U233,-14.049486286465907,19.944280326946455
U234,82.82329712384498,-134.61620757418643
U235,41.85278377850145,53.72244409923772
U236,44.664291178883644,113.62535295733511
U237,15.979661801416214,-104.64213805003277
U238,-69.63118552580427,161.9107034896092
U239,-61.37011291163593,120.77616247809351
U240,-47.017976699598925,-38.34329940704606
U241,-62.55298553334413,-8.408458556244511
U242,-17.202101340597522,28.624366987489026
U243,69.70521916753029,-95.79191913726474
U244,-4.829479522372807,159.70943062728134
U245,-15.280524355614418,70.86170096631307
